;Primary Server Requests;;Secondary Server;;Primary Server Sockets;;;Secondary Server Sockets;;;Primary Server;;Secondary Server
time;requests;time;requests;time;allocated;timewait;time;allocated;timewait;time;Bad Request;time;Bad Request
08:27:36;10.057.945;08:27:36;0.9981851;08:27:36;21;0;08:27:36;11;1;08:27:36;0;08:27:36;0
08:27:37;0.9997624;08:27:37;0.9989618;08:27:37;21;0;08:27:37;11;1;08:27:37;0;08:27:37;0
08:27:38;0.9973987;08:27:38;10.015.645;08:27:38;21;0;08:27:38;11;1;08:27:38;0;08:27:38;0
08:27:39;0.9978214;08:27:39;10.009.539;08:27:39;21;0;08:27:39;11;1;08:27:39;0;08:27:39;0
08:27:40;10.069.555;08:27:40;1.000.206;08:27:40;21;0;08:27:40;11;1;08:27:40;0;08:27:40;0
08:27:41;10.003.479;08:27:41;0.9996306;08:27:41;21;0;08:27:41;11;1;08:27:41;0;08:27:41;0
08:27:42;0.999094;08:27:42;0.9996851;08:27:42;21;0;08:27:42;11;1;08:27:42;0;08:27:42;0
08:27:43;0.9958554;08:27:43;0.9991972;08:27:43;21;0;08:27:43;11;1;08:27:43;0;08:27:43;0
08:27:44;10.001.033;08:27:44;0.9950726;08:27:44;21;0;08:27:44;11;1;08:27:44;0;08:27:44;0
08:27:45;1.002.912;08:27:45;0.9930978;08:27:45;21;0;08:27:45;11;1;08:27:45;0;08:27:45;0
08:27:46;0.9984272;08:27:46;10.028.704;08:27:46;21;0;08:27:46;11;1;08:27:46;0;08:27:46;0
08:27:47;0.9966729;08:27:47;0.9995205;08:27:47;21;0;08:27:47;11;1;08:27:47;0;08:27:47;0
08:27:48;0.9984864;08:27:48;10.033.951;08:27:48;21;0;08:27:48;11;1;08:27:48;0;08:27:48;0
08:27:49;10.038.643;08:27:49;10.037.126;08:27:49;21;0;08:27:49;11;1;08:27:49;0;08:27:49;0
08:27:50;0.9932266;08:27:50;10.030.338;08:27:50;21;0;08:27:50;11;1;08:27:50;0;08:27:50;0
