;Primary Server Requests;;Secondary Server;;Primary Server Sockets;;;Secondary Server Sockets;;;Primary Server;;Secondary Server
time;requests;time;requests;time;allocated;timewait;time;allocated;timewait;time;Bad Request;time;Bad Request
;;09:29:07;10.003.722;09:29:07;43;0;09:29:07;21;0;;;09:29:07;0
;;09:29:08;0.9994014;09:29:08;43;0;09:29:08;21;0;;;09:29:08;0
;;09:29:09;0.9984393;09:29:09;43;0;09:29:09;21;0;;;09:29:09;0
;;09:29:10;10.000.366;09:29:10;43;0;09:29:10;21;0;;;09:29:10;0
;;09:29:11;1.001.038;09:29:11;43;0;09:29:11;21;0;;;09:29:11;0
;;09:29:12;0.9997766;09:29:12;43;0;09:29:12;21;0;;;09:29:12;0
;;09:29:13;0.9985396;09:29:13;43;0;09:29:13;21;0;;;09:29:13;0
;;09:29:14;10.011.974;09:29:14;43;0;09:29:14;21;0;;;09:29:14;0
;;09:29:15;10.023.422;09:29:15;43;0;09:29:15;21;0;;;09:29:15;0
;;09:29:16;10.001.047;09:29:16;43;0;09:29:16;21;0;;;09:29:16;0
;;09:29:17;0.9984886;09:29:17;43;0;09:29:17;21;0;;;09:29:17;0
;;09:29:18;0.9997189;09:29:18;43;0;09:29:18;21;0;;;09:29:18;0
;;09:29:19;10.000.996;09:29:19;43;0;09:29:19;21;0;;;09:29:19;0
;;09:29:20;0.9996557;09:29:20;43;0;09:29:20;21;0;;;09:29:20;0
;;09:29:21;0.9981135;09:29:21;43;0;09:29:21;21;0;;;09:29:21;0
;;09:29:22;10.002.363;09:29:22;43;0;09:29:22;21;0;;;09:29:22;0
;;09:29:23;10.036.596;09:29:23;38;0;09:29:23;21;0;;;09:29:23;0
;;09:29:24;10.001.175;09:29:24;38;0;09:29:24;21;0;;;09:29:24;0
;;09:29:25;10.002.083;09:29:25;31;0;09:29:25;21;0;;;09:29:25;0
;;09:29:26;0.9999916;09:29:26;31;0;09:29:26;21;0;;;09:29:26;0
;;09:29:27;0.9998836;09:29:27;31;0;09:29:27;21;0;;;09:29:27;0
;;09:29:28;0.9974746;09:29:28;31;0;09:29:28;21;0;;;09:29:28;0
;;09:29:29;10.001.451;09:29:29;31;0;09:29:29;21;0;;;09:29:29;0
;;;;09:29:30;31;0;09:29:30;21;0;;;09:29:30;0
;;;;;;;09:29:31;21;0;;;09:29:31;0
;;;;;;;09:29:32;21;0;;;09:29:32;0
;;;;;;;09:29:33;21;0;;;09:29:33;0
;;;;;;;09:29:34;21;0;;;09:29:34;0
;;;;;;;09:29:35;19;1;;;09:29:35;0
;;;;;;;09:29:36;21;1;;;09:29:36;0
;;;;;;;09:29:37;21;1;;;09:29:37;0
;;;;;;;09:29:38;21;1;;;09:29:38;0
;;;;;;;09:29:39;21;1;;;09:29:39;0
;;;;;;;09:29:40;21;1;;;09:29:40;0
;;;;;;;09:29:41;21;1;;;09:29:41;0
;;;;;;;09:29:42;21;1;;;09:29:42;0
;;;;;;;09:29:43;21;1;;;09:29:43;0
;;;;;;;09:29:44;21;1;;;09:29:44;0
;;;;;;;09:29:45;21;1;;;09:29:45;0
;;;;;;;09:29:46;21;1;;;09:29:46;0
;;;;;;;09:29:47;21;1;;;09:29:47;0
;;;;;;;09:29:48;21;1;;;09:29:48;0
;;;;;;;09:29:49;21;1;;;09:29:49;0
;;;;;;;09:29:50;21;1;;;09:29:50;0
;;;;;;;09:29:51;21;1;;;09:29:51;0
;;;;;;;09:29:52;21;1;;;09:29:52;0
;;;;;;;09:29:53;21;1;;;09:29:53;0
;;;;;;;09:29:54;21;1;;;09:29:54;0
;;;;;;;09:29:55;21;1;;;09:29:55;0
;;;;;;;09:29:56;21;1;;;09:29:56;0
;;;;;;;09:29:57;21;1;;;09:29:57;0
;;;;;;;09:29:58;21;1;;;09:29:58;0
;;;;;;;09:29:59;21;1;;;09:29:59;0
;;;;;;;09:30:00;21;1;;;09:30:00;0
;;;;;;;09:30:01;21;1;;;09:30:01;0
;;;;;;;09:30:02;21;1;;;09:30:02;0
;;;;;;;09:30:03;21;1;;;09:30:03;0
;;;;;;;09:30:04;21;1;;;09:30:04;0
;;;;;;;09:30:05;21;1;;;09:30:05;0
;;;;;;;09:30:06;21;1;;;09:30:06;0
;;;;;;;09:30:07;21;1;;;09:30:07;0
;;;;;;;09:30:08;21;1;;;09:30:08;0
;;;;;;;09:30:09;21;1;;;09:30:09;0
;;;;;;;09:30:10;21;1;;;09:30:10;0
;;;;;;;09:30:11;21;1;;;09:30:11;0
;;;;;;;09:30:12;21;1;;;09:30:12;0
;;;;;;;09:30:13;21;1;;;09:30:13;0
;;;;;;;09:30:14;21;1;;;09:30:14;0
;;;;;;;09:30:15;21;1;;;09:30:15;0
;;;;;;;09:30:16;21;1;;;09:30:16;0
;;;;;;;09:30:17;21;1;;;09:30:17;0
;;;;;;;09:30:18;21;1;;;09:30:18;0
;;;;;;;09:30:19;21;1;;;09:30:19;0
;;;;;;;09:30:20;21;1;;;09:30:20;0
;;;;;;;09:30:21;21;1;;;09:30:21;0
;;;;;;;09:30:22;23;1;;;09:30:22;0
;;;;;;;09:30:23;23;1;;;09:30:23;0
;;;;;;;09:30:24;23;1;;;09:30:24;0
;;;;;;;09:30:25;23;1;;;09:30:25;0
;;;;;;;09:30:26;23;1;;;09:30:26;0
;;;;;;;09:30:27;23;1;;;09:30:27;0
;;;;;;;09:30:28;23;1;;;09:30:28;0
;;;;;;;09:30:29;23;1;;;09:30:29;0
;;;;;;;09:30:30;23;1;;;09:30:30;0
;;;;;;;09:30:31;23;1;;;09:30:31;0
;;;;;;;09:30:32;27;1;;;09:30:32;0
;;;;;;;09:30:33;27;1;;;09:30:33;0
;;;;;;;09:30:34;27;1;;;09:30:34;0
;;;;;;;09:30:35;27;1;;;09:30:35;0
;;;;;;;09:30:36;27;0;;;09:30:36;0
;;;;;;;09:30:37;25;0;;;09:30:37;0
;;;;;;;09:30:38;25;0;;;09:30:38;0
;;;;;;;09:30:39;25;0;;;09:30:39;0
;;;;;;;09:30:40;25;0;;;09:30:40;0
;;;;;;;09:30:41;25;0;;;09:30:41;0
;;;;;;;09:30:42;25;0;;;09:30:42;0
;;;;;;;09:30:43;15;0;;;09:30:43;0
;;;;;;;09:30:44;15;0;;;09:30:44;0
;;;;;;;09:30:45;15;0;;;09:30:45;0
;;;;;;;09:30:46;15;0;;;09:30:46;0
;;;;;;;09:30:47;15;0;;;09:30:47;0
;;;;;;;09:30:48;15;0;;;09:30:48;0
;;;;;;;09:30:49;15;0;;;09:30:49;0
;;;;;;;09:30:50;15;0;;;09:30:50;0
;;;;;;;09:30:51;15;0;;;09:30:51;0
;;;;;;;09:30:52;15;0;;;09:30:52;0
;;;;;;;09:30:53;15;0;;;09:30:53;0
;;;;;;;09:30:54;15;0;;;09:30:54;0
;;;;;;;09:30:55;15;0;;;09:30:55;0
;;;;;;;09:30:56;15;0;;;09:30:56;0
;;;;;;;09:30:57;15;0;;;09:30:57;0
;;;;;;;09:30:58;15;0;;;09:30:58;0
;;;;;;;09:30:59;15;0;;;09:30:59;0
;;;;;;;09:31:00;15;0;;;09:31:00;0
;;;;;;;09:31:01;15;0;;;09:31:01;0
;;;;;;;09:31:02;15;0;;;09:31:02;0
;;;;;;;09:31:03;15;0;;;09:31:03;0
;;;;;;;09:31:04;15;0;;;09:31:04;0
;;;;;;;09:31:05;15;0;;;09:31:05;0
;;;;;;;09:31:06;15;0;;;09:31:06;0
;;;;;;;09:31:07;15;0;;;09:31:07;0
;;;;;;;09:31:08;15;0;;;09:31:08;0
;;;;;;;09:31:09;15;0;;;09:31:09;0
;;;;;;;09:31:10;15;0;;;09:31:10;0
;;;;;;;09:31:11;15;0;;;09:31:11;0
;;;;;;;09:31:12;15;0;;;09:31:12;0
;;;;;;;09:31:13;15;0;;;09:31:13;0
;;;;;;;09:31:14;15;0;;;09:31:14;0
;;;;;;;09:31:15;15;0;;;09:31:15;0
;;;;;;;09:31:16;13;1;;;09:31:16;0
;;;;;;;09:31:17;15;1;;;09:31:17;0
;;;;;;;09:31:18;15;1;;;09:31:18;0
;;;;;;;09:31:19;15;1;;;09:31:19;0
;;;;;;;09:31:20;15;1;;;09:31:20;0
;;;;;;;09:31:21;15;1;;;09:31:21;0
;;;;;;;09:31:22;15;1;;;09:31:22;0
;;;;;;;09:31:23;15;1;;;09:31:23;0
;;;;;;;09:31:24;15;1;;;09:31:24;0
;;;;;;;09:31:25;15;1;;;09:31:25;0
;;;;;;;09:31:26;17;1;;;;
;;;;;;;09:31:27;17;1;;;;
;;;;;;;09:31:28;17;1;;;;
;;;;;;;09:31:29;17;1;;;;
;;;;;;;09:31:30;17;1;;;;
;;;;;;;09:31:31;17;1;;;;
;;;;;;;09:31:32;17;1;;;;
;;;;;;;09:31:33;17;1;;;;
;;;;;;;09:31:34;17;1;;;;
;;;;;;;09:31:35;17;1;;;;
;;;;;;;09:31:36;17;1;;;;
;;;;;;;09:31:37;17;1;;;;
;;;;;;;09:31:38;17;1;;;;
;;;;;;;09:31:39;17;1;;;;
;;;;;;;09:31:40;17;1;;;;
;;;;;;;09:31:41;17;1;;;;
;;;;;;;09:31:42;17;1;;;;
;;;;;;;09:31:43;17;1;;;;
;;;;;;;09:31:44;17;1;;;;
;;;;;;;09:31:45;17;1;;;;
;;;;;;;09:31:46;17;1;;;;
;;;;;;;09:31:47;17;1;;;;
;;;;;;;09:31:48;17;1;;;;
;;;;;;;09:31:49;17;1;;;;
;;;;;;;09:31:50;17;1;;;;
;;;;;;;09:31:51;17;1;;;;
;;;;;;;09:31:52;17;1;;;;
;;;;;;;09:31:53;17;1;;;;
;;;;;;;09:31:54;17;1;;;;
;;;;;;;09:31:55;17;1;;;;
