;Primary Server Requests;;Secondary Server;;Primary Server Sockets;;;Secondary Server Sockets;;;Primary Server;;Secondary Server
time;requests;time;requests;time;allocated;timewait;time;allocated;timewait;time;Bad Request;time;Bad Request
08:50:23;0.9974009;08:50:23;0.9970796;08:50:23;33;0;08:50:23;14;0;08:50:23;0;08:50:23;0
08:50:24;0.9996903;08:50:24;0.9974435;08:50:24;33;0;08:50:24;14;0;08:50:24;0;08:50:24;0
08:50:25;10.030.705;08:50:25;10.002.447;08:50:25;33;0;08:50:25;14;0;08:50:25;0;08:50:25;0
08:50:26;0.9997043;08:50:26;10.069.479;08:50:26;33;0;08:50:26;14;0;08:50:26;0;08:50:26;0
08:50:27;10.001.869;08:50:27;10.003.552;08:50:27;33;0;08:50:27;14;0;08:50:27;0;08:50:27;0
08:50:28;0.9996626;08:50:28;0.9970087;08:50:28;33;0;08:50:28;14;0;08:50:28;0;08:50:28;0
08:50:29;0.999446;08:50:29;0.9978783;08:50:29;33;0;08:50:29;14;0;08:50:29;0;08:50:29;0
08:50:30;10.003.656;08:50:30;10.041.891;08:50:30;33;0;08:50:30;14;0;08:50:30;0;08:50:30;0
08:50:31;0.9995971;08:50:31;0.9997085;08:50:31;33;0;08:50:31;14;0;08:50:31;0;08:50:31;0
08:50:32;10.004.812;08:50:32;0.9988069;08:50:32;33;0;08:50:32;14;0;08:50:32;0;08:50:32;0
08:50:33;10.009.113;08:50:33;0.9972061;08:50:33;33;0;08:50:33;14;0;08:50:33;0;08:50:33;0
08:50:34;0.9976214;08:50:34;10.017.637;08:50:34;33;0;08:50:34;14;0;08:50:34;0;08:50:34;0
08:50:35;0.9983628;08:50:35;10.009.513;08:50:35;33;0;08:50:35;14;0;08:50:35;0;08:50:35;0
08:50:36;1.002.831;08:50:36;10.018.706;08:50:36;33;0;08:50:36;14;0;08:50:36;0;08:50:36;0
08:50:37;0.9997077;08:50:37;0.999547;08:50:37;33;0;08:50:37;14;0;08:50:37;0;08:50:37;0
08:50:38;0.9971984;08:50:38;0.9977381;08:50:38;33;0;08:50:38;14;0;08:50:38;0;08:50:38;0
08:50:39;10.005.392;08:50:39;0.9958494;08:50:39;33;0;08:50:39;14;0;08:50:39;0;08:50:39;0
08:50:40;10.033.028;08:50:40;1.000.396;08:50:40;33;0;08:50:40;14;0;08:50:40;0;08:50:40;0
08:50:41;0.9992471;08:50:41;10.048.176;08:50:41;33;0;08:50:41;14;0;08:50:41;0;08:50:41;0
08:50:42;0.9996004;08:50:42;0.9947585;08:50:42;33;0;08:50:42;14;0;08:50:42;0;08:50:42;0
08:50:43;10.007.941;08:50:43;0.9985407;08:50:43;33;0;08:50:43;14;0;08:50:43;0;08:50:43;0
08:50:44;0.9981589;08:50:44;10.075.704;08:50:44;33;0;08:50:44;14;0;08:50:44;0;08:50:44;0
08:50:45;0.9999891;08:50:45;10.006.388;08:50:45;33;0;08:50:45;14;1;08:50:45;0;08:50:45;0
08:50:46;0.9980534;08:50:46;10.001.163;08:50:46;33;0;08:50:46;14;1;08:50:46;0;08:50:46;0
08:50:47;0.9992614;08:50:47;10.006.121;08:50:47;33;0;08:50:47;14;1;08:50:47;0;08:50:47;0
08:50:48;10.051.058;08:50:48;0.9992661;08:50:48;33;0;08:50:48;14;1;08:50:48;0;08:50:48;0
08:50:49;0.9992007;08:50:49;0.9968094;08:50:49;33;0;08:50:49;14;1;08:50:49;0;08:50:49;0
08:50:50;0.9992143;08:50:50;0.9987831;08:50:50;33;0;08:50:50;14;1;08:50:50;0;08:50:50;0
08:50:51;10.001.931;08:50:51;10.040.177;08:50:51;27;0;08:50:51;14;1;08:50:51;0;08:50:51;0
08:50:52;10.010.378;08:50:52;0.9975745;08:50:52;27;0;08:50:52;14;1;08:50:52;0;08:50:52;0
08:50:53;0.9998622;08:50:53;0.9968409;08:50:53;27;0;08:50:53;14;1;08:50:53;0;08:50:53;0
08:50:54;0.9999053;08:50:54;10.033.433;08:50:54;27;0;08:50:54;14;1;08:50:54;0;08:50:54;0
08:50:55;10.002.738;08:50:55;0.9999694;08:50:55;27;0;08:50:55;14;1;08:50:55;0;08:50:55;0
08:50:56;0.9993203;08:50:56;0.997569;08:50:56;27;0;08:50:56;14;1;08:50:56;0;08:50:56;0
08:50:57;0.9986272;08:50:57;10.044.618;08:50:57;27;0;08:50:57;14;1;08:50:57;0;08:50:57;0
08:50:58;0.9998922;08:50:58;0.9958646;08:50:58;27;0;08:50:58;14;1;08:50:58;0;08:50:58;0
08:50:59;10.006.795;08:50:59;0.9941734;08:50:59;27;0;08:50:59;14;1;08:50:59;0;08:50:59;0
08:51:00;1.000.419;08:51:00;1.005.864;08:51:00;27;0;08:51:00;14;1;08:51:00;0;08:51:00;0
08:51:01;10.009.787;08:51:01;0.9996401;08:51:01;27;0;08:51:01;14;1;08:51:01;0;08:51:01;0
08:51:02;0.9990648;08:51:02;0.999436;08:51:02;27;0;08:51:02;14;1;08:51:02;0;08:51:02;0
08:51:03;0.9992576;08:51:03;0.9981284;08:51:03;27;0;08:51:03;14;1;08:51:03;0;08:51:03;0
08:51:04;10.011.159;08:51:04;10.017.937;08:51:04;27;0;08:51:04;14;1;08:51:04;0;08:51:04;0
08:51:05;0.9997155;08:51:05;10.000.263;08:51:05;27;0;08:51:05;14;1;08:51:05;0;08:51:05;0
08:51:06;0.9992373;08:51:06;0.998712;08:51:06;27;0;08:51:06;14;1;08:51:06;0;08:51:06;0
08:51:07;10.003.133;08:51:07;0.9971566;08:51:07;27;0;08:51:07;14;1;08:51:07;0;08:51:07;0
08:51:08;10.000.856;08:51:08;10.041.118;08:51:08;27;0;08:51:08;14;1;08:51:08;0;08:51:08;0
08:51:09;10.000.442;08:51:09;10.021.171;08:51:09;27;0;08:51:09;14;1;08:51:09;0;08:51:09;0
08:51:10;0.9988703;08:51:10;10.019.092;08:51:10;27;0;08:51:10;14;1;08:51:10;0;08:51:10;0
08:51:11;0.9991014;08:51:11;0.9992003;08:51:11;27;0;08:51:11;14;1;08:51:11;0;08:51:11;0
08:51:12;10.021.774;08:51:12;10.002.923;08:51:12;27;0;08:51:12;14;1;08:51:12;0;08:51:12;0
08:51:13;0.999741;08:51:13;0.9938801;08:51:13;27;0;08:51:13;14;1;08:51:13;0;08:51:13;0
08:51:14;0.9995303;08:51:14;10.000.413;08:51:14;27;0;08:51:14;14;1;08:51:14;0;08:51:14;0
08:51:15;10.024.557;08:51:15;10.073.452;08:51:15;27;0;08:51:15;14;1;08:51:15;0;08:51:15;0
08:51:16;0.9989777;08:51:16;0.9999253;08:51:16;27;0;08:51:16;14;1;08:51:16;0;08:51:16;0
08:51:17;0.9993951;08:51:17;0.9991101;08:51:17;27;0;08:51:17;14;1;08:51:17;0;08:51:17;0
08:51:18;10.010.509;08:51:18;0.9961298;08:51:18;27;0;;;;08:51:18;0;08:51:18;0
08:51:19;0.9971928;08:51:19;0.9998526;08:51:19;27;0;;;;08:51:19;0;08:51:19;0
08:51:20;0.9988854;08:51:20;10.030.446;08:51:20;27;0;;;;08:51:20;0;08:51:20;0
08:51:21;10.032.136;08:51:21;0.9990366;08:51:21;27;0;;;;08:51:21;0;08:51:21;0
08:51:22;0.9998815;08:51:22;10.024.476;08:51:22;27;0;;;;08:51:22;0;08:51:22;0
08:51:23;0.9952696;08:51:23;10.014.971;08:51:23;27;0;;;;08:51:23;0;08:51:23;0
08:51:24;0.9982443;08:51:24;0.9991064;08:51:24;27;0;;;;08:51:24;0;08:51:24;0
08:51:25;10.067.108;08:51:25;10.003.282;08:51:25;27;0;;;;08:51:25;0;08:51:25;0
08:51:26;0.9999851;08:51:26;0.9990423;08:51:26;27;0;;;;08:51:26;0;08:51:26;0
08:51:27;0.9985443;08:51:27;0.9949621;08:51:27;27;0;;;;08:51:27;0;08:51:27;0
08:51:28;0.998444;08:51:28;0.9943493;08:51:28;27;0;;;;08:51:28;0;08:51:28;0
08:51:29;10.021.723;08:51:29;10.082.292;08:51:29;27;0;;;;08:51:29;0;08:51:29;0
08:51:30;10.010.235;08:51:30;10.041.955;08:51:30;27;0;;;;08:51:30;0;08:51:30;0
08:51:31;0.9989553;08:51:31;0.9973092;08:51:31;27;0;;;;08:51:31;0;08:51:31;0
08:51:32;0.9993817;08:51:32;0.9960217;08:51:32;27;0;;;;08:51:32;0;08:51:32;0
08:51:33;0.9997652;08:51:33;10.039.211;08:51:33;27;0;;;;08:51:33;0;08:51:33;0
08:51:34;10.008.798;08:51:34;10.026.639;08:51:34;27;0;;;;08:51:34;0;08:51:34;0
08:51:35;1.000.975;08:51:35;0.9984938;08:51:35;27;0;;;;08:51:35;0;08:51:35;0
08:51:36;0.9996614;08:51:36;0.9986589;08:51:36;27;0;;;;08:51:36;0;08:51:36;0
08:51:37;1.000.884;08:51:37;10.015.375;08:51:37;27;0;;;;08:51:37;0;08:51:37;0
08:51:38;0.9969804;08:51:38;10.014.536;08:51:38;27;0;;;;08:51:38;0;08:51:38;0
08:51:39;0.9994676;08:51:39;1.000.017;08:51:39;27;0;;;;08:51:39;0;08:51:39;0
08:51:40;10.025.585;08:51:40;0.9971498;08:51:40;27;0;;;;08:51:40;0;08:51:40;0
08:51:41;10.001.655;08:51:41;0.9972206;08:51:41;27;0;;;;08:51:41;0;08:51:41;0
08:51:42;10.003.293;08:51:42;10.035.574;08:51:42;27;0;;;;08:51:42;0;08:51:42;0
08:51:43;0.9993916;08:51:43;0.9987703;08:51:43;27;0;;;;08:51:43;0;08:51:43;0
08:51:44;0.9876073;08:51:44;10.007.207;08:51:44;27;0;;;;08:51:44;0;08:51:44;0
08:51:45;0.9943425;08:51:45;0.9911439;08:51:45;27;0;;;;08:51:45;0;08:51:45;0
08:51:46;1.017.084;08:51:46;0.9994963;08:51:46;31;0;;;;08:51:46;0;08:51:46;0
08:51:47;10.008.343;08:51:47;1.010.802;08:51:47;31;0;;;;08:51:47;0;08:51:47;0
08:51:48;10.006.535;08:51:48;0.9988685;08:51:48;31;0;;;;08:51:48;0;08:51:48;0
08:51:49;0.9999621;08:51:49;10.007.169;08:51:49;31;0;;;;08:51:49;0;08:51:49;0
08:51:50;0.9996219;08:51:50;0.9992877;08:51:50;31;0;;;;08:51:50;0;08:51:50;0
08:51:51;0.9991993;08:51:51;0.9986333;08:51:51;29;0;;;;08:51:51;0;08:51:51;0
08:51:52;10.003.745;08:51:52;0.9968899;08:51:52;21;0;;;;08:51:52;0;08:51:52;0
08:51:53;0.9995989;08:51:53;10.058.749;08:51:53;21;0;;;;08:51:53;0;08:51:53;0
08:51:54;0.9998339;08:51:54;10.009.671;08:51:54;21;0;;;;08:51:54;0;08:51:54;0
08:51:55;10.001.036;08:51:55;0.9986419;08:51:55;21;0;;;;08:51:55;0;08:51:55;0
08:51:56;10.002.721;08:51:56;0.9989109;08:51:56;21;0;;;;08:51:56;0;08:51:56;0
08:51:57;10.013.308;08:51:57;1.000.204;08:51:57;21;0;;;;08:51:57;0;08:51:57;0
08:51:58;10.001.252;08:51:58;10.011.676;08:51:58;21;0;;;;08:51:58;0;08:51:58;0
08:51:59;10.001.515;08:51:59;0.9996848;08:51:59;21;0;;;;08:51:59;0;08:51:59;0
08:52:00;0.9857705;08:52:00;0.9989423;08:52:00;21;0;;;;08:52:00;0;08:52:00;0
08:52:01;0.9934558;08:52:01;10.018.002;08:52:01;21;0;;;;08:52:01;0;08:52:01;0
08:52:02;10.166.236;08:52:02;0.9990904;08:52:02;21;0;;;;08:52:02;0;08:52:02;0
08:52:03;0.9957819;08:52:03;0.9977512;08:52:03;21;0;;;;08:52:03;0;08:52:03;0
08:52:04;10.015.354;08:52:04;0.9967008;08:52:04;21;0;;;;08:52:04;0;08:52:04;0
08:52:05;10.057.894;08:52:05;10.015.821;08:52:05;21;0;;;;08:52:05;0;08:52:05;0
08:52:06;0.9976244;08:52:06;10.050.694;08:52:06;21;0;;;;08:52:06;0;08:52:06;0
08:52:07;0.999855;08:52:07;10.000.129;08:52:07;21;0;;;;08:52:07;0;08:52:07;0
;;;0.9980421;08:52:08;21;0;;;;08:52:08;0;08:52:08;0
;;;0.9995585;08:52:09;21;0;;;;08:52:09;0;08:52:09;0
;;;10.014.391;08:52:10;21;0;;;;08:52:10;0;08:52:10;0
;;;0.9949511;08:52:11;21;0;;;;08:52:11;0;08:52:11;0
;;;0.9980152;08:52:12;21;0;;;;08:52:12;0;08:52:12;0
;;;10.072.707;08:52:13;21;0;;;;08:52:13;0;08:52:13;0
;;;0.9974926;08:52:14;21;0;;;;08:52:14;0;08:52:14;0
;;;0.9986083;08:52:15;21;0;;;;08:52:15;0;08:52:15;0
;;;0.9983757;08:52:16;21;0;;;;08:52:16;0;08:52:16;0
;;;10.020.033;08:52:17;21;0;;;;08:52:17;0;08:52:17;0
;;;0.9990292;08:52:18;21;0;;;;08:52:18;0;08:52:18;0
;;;10.028.838;08:52:19;21;0;;;;08:52:19;0;08:52:19;0
;;;0.9994052;08:52:20;21;0;;;;08:52:20;0;08:52:20;0
;;;0.9985036;08:52:21;21;0;;;;08:52:21;0;08:52:21;0
;;;10.021.509;08:52:22;21;0;;;;08:52:22;0;08:52:22;0
;;;10.007.712;08:52:23;21;0;;;;08:52:23;0;08:52:23;0
;;;10.009.855;08:52:24;21;0;;;;08:52:24;0;08:52:24;0
;;;0.9995063;08:52:25;21;0;;;;08:52:25;0;08:52:25;0
;;;0.998237;08:52:26;21;0;;;;08:52:26;0;08:52:26;0
;;;0.9954852;08:52:27;21;0;;;;08:52:27;0;08:52:27;0
;;;10.042.815;08:52:28;21;0;;;;08:52:28;0;08:52:28;0
;;;0.9984092;08:52:29;21;0;;;;08:52:29;0;08:52:29;0
;;;0.996186;08:52:30;21;0;;;;08:52:30;0;08:52:30;0
;;;10.047.284;08:52:31;21;0;;;;08:52:31;0;08:52:31;0
;;;10.040.808;08:52:32;21;0;;;;08:52:32;0;08:52:32;0
;;;0.9995657;08:52:33;21;0;;;;08:52:33;0;08:52:33;0
;;;0.996533;08:52:34;21;0;;;;08:52:34;0;08:52:34;0
;;;0.9966945;08:52:35;21;0;;;;08:52:35;0;08:52:35;0
;;;10.066.187;08:52:36;21;0;;;;08:52:36;0;08:52:36;0
;;;0.999996;08:52:37;21;0;;;;08:52:37;0;08:52:37;0
;;;1.000.861;08:52:38;21;0;;;;08:52:38;0;08:52:38;0
;;;0.9985396;08:52:39;21;0;;;;08:52:39;0;08:52:39;0
;;;0.9984103;08:52:40;21;0;;;;08:52:40;0;08:52:40;0
;;;0;08:52:41;21;0;;;;08:52:41;0;08:52:41;0
;;;0;08:52:42;21;0;;;;08:52:42;0;08:52:42;0
;;;0;08:52:43;21;0;;;;08:52:43;0;08:52:43;0
;;;0;08:52:44;21;0;;;;08:52:44;0;08:52:44;0
;;;0;08:52:45;21;0;;;;08:52:45;0;08:52:45;0
;;;0;08:52:46;21;0;;;;08:52:46;0;08:52:46;0
;;;0;08:52:47;21;0;;;;08:52:47;0;08:52:47;0
;;;0;08:52:48;21;0;;;;08:52:48;0;08:52:48;0
;;;0;08:52:49;21;0;;;;08:52:49;0;08:52:49;0
;;;0;08:52:50;21;0;;;;08:52:50;0;08:52:50;0
;;;0;08:52:51;21;0;;;;08:52:51;0;08:52:51;0
;;;0;08:52:52;21;0;;;;;;08:52:52;0
;;;0;08:52:53;21;0;;;;;;;
;;;0;08:52:54;21;0;;;;;;;
;;;0;08:52:55;21;0;;;;;;;
;;;0;08:52:56;21;0;;;;;;;
;;;0;08:52:57;21;0;;;;;;;
;;;0;08:52:58;21;0;;;;;;;
;;;0;08:52:59;21;0;;;;;;;
;;;0;08:53:00;21;0;;;;;;;
;;;0;08:53:01;21;0;;;;;;;
;;;0;08:53:02;21;0;;;;;;;
;;;0;08:53:03;21;0;;;;;;;
;;;0;08:53:04;21;0;;;;;;;
;;;0;08:53:05;21;0;;;;;;;
;;;0;08:53:06;21;0;;;;;;;
;;;0;08:53:07;21;0;;;;;;;
;;;0;08:53:08;21;0;;;;;;;
;;;0;08:53:09;21;0;;;;;;;
;;;0;08:53:10;21;0;;;;;;;
;;;0;08:53:11;21;0;;;;;;;
;;;0;08:53:12;21;0;;;;;;;
;;;0;08:53:13;21;0;;;;;;;
;;;0;08:53:14;21;0;;;;;;;
;;;0;08:53:15;21;0;;;;;;;
;;;0;08:53:16;21;0;;;;;;;
;;;0;08:53:17;21;0;;;;;;;
;;;0;08:53:18;21;0;;;;;;;
;;;0;08:53:19;21;0;;;;;;;
;;;0;08:53:20;21;0;;;;;;;
;;;0;08:53:21;21;0;;;;;;;
;;;0;08:53:22;21;0;;;;;;;
;;;0;08:53:23;21;0;;;;;;;
;;;0;08:53:24;21;0;;;;;;;
;;;0;08:53:25;21;0;;;;;;;
;;;0;08:53:26;21;0;;;;;;;
;;;0;08:53:27;21;0;;;;;;;
;;;0;08:53:28;21;0;;;;;;;
;;;0;08:53:29;21;0;;;;;;;
;;;0;08:53:30;21;0;;;;;;;
;;;0;08:53:31;21;0;;;;;;;
